100000, 5000049999
150000, 11250074999
200000, 20000099999
250000, 31250124999
300000, 45000149999
350000, 61250174999
400000, 80000199999
450000, 101250224999
500000, 125000249999
550000, 151250274999
600000, 180000299999
650000, 211250324999
700000, 245000349999
750000, 281250374999
800000, 320000399999
850000, 361250424999
900000, 405000449999
950000, 451250474999
1000000, 500000499999
